Fiscal Year,Region,Gender,Race/Ethnicity,Same Race/Ethnicity as Adoptive Parent,Age Group,Consummated Adoptions
2016,7-Austin,Female,African American,No,Thirteen to Eighteen Years Old,4
2016,7-Austin,Female,Anglo,Yes,Birth to Five Years Old,55
2016,7-Austin,Female,Anglo,Yes,Six to Twelve Years Old,54
2016,7-Austin,Female,Anglo,Yes,Thirteen to Eighteen Years Old,20
2016,7-Austin,Female,Anglo,No,Birth to Five Years Old,14
2016,7-Austin,Female,Anglo,No,Six to Twelve Years Old,10
2016,7-Austin,Female,Anglo,No,Thirteen to Eighteen Years Old,4
2016,7-Austin,Female,Asian,No,Birth to Five Years Old,1
2016,7-Austin,Female,Asian,No,Thirteen to Eighteen Years Old,1
2016,7-Austin,Female,Hispanic,Yes,Birth to Five Years Old,38
2016,7-Austin,Female,Hispanic,Yes,Six to Twelve Years Old,21
2016,7-Austin,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2016,7-Austin,Female,Hispanic,No,Birth to Five Years Old,60
2016,7-Austin,Female,Hispanic,No,Six to Twelve Years Old,25
2016,7-Austin,Female,Other,No,Birth to Five Years Old,30
2016,7-Austin,Female,Other,No,Six to Twelve Years Old,9
2016,7-Austin,Female,Other,No,Thirteen to Eighteen Years Old,2
2016,7-Austin,Male,African American,Yes,Birth to Five Years Old,15
2016,7-Austin,Male,African American,Yes,Six to Twelve Years Old,11
2016,7-Austin,Male,African American,Yes,Thirteen to Eighteen Years Old,2
2016,7-Austin,Male,African American,No,Birth to Five Years Old,18
2016,7-Austin,Male,African American,No,Six to Twelve Years Old,13
2016,7-Austin,Male,African American,No,Thirteen to Eighteen Years Old,2
2016,7-Austin,Male,Anglo,Yes,Birth to Five Years Old,62
2016,7-Austin,Male,Anglo,Yes,Six to Twelve Years Old,46
2016,7-Austin,Male,Anglo,Yes,Thirteen to Eighteen Years Old,14
2016,7-Austin,Male,Anglo,No,Birth to Five Years Old,16
2016,7-Austin,Male,Anglo,No,Six to Twelve Years Old,8
2016,7-Austin,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2016,7-Austin,Male,Asian,No,Six to Twelve Years Old,2
2016,7-Austin,Male,Hispanic,Yes,Birth to Five Years Old,46
2016,7-Austin,Male,Hispanic,Yes,Six to Twelve Years Old,30
2016,7-Austin,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2016,7-Austin,Male,Hispanic,No,Birth to Five Years Old,61
2016,7-Austin,Male,Hispanic,No,Six to Twelve Years Old,31
2016,7-Austin,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2016,7-Austin,Male,Other,No,Birth to Five Years Old,27
2016,7-Austin,Male,Other,No,Six to Twelve Years Old,18
2016,7-Austin,Male,Other,No,Thirteen to Eighteen Years Old,1
2016,8-San Antonio,Female,African American,Yes,Birth to Five Years Old,14
2016,8-San Antonio,Female,African American,Yes,Six to Twelve Years Old,3
2016,8-San Antonio,Female,African American,No,Birth to Five Years Old,8
2016,8-San Antonio,Female,African American,No,Six to Twelve Years Old,5
2016,8-San Antonio,Female,African American,No,Thirteen to Eighteen Years Old,1
2016,8-San Antonio,Female,Anglo,Yes,Birth to Five Years Old,27
2016,8-San Antonio,Female,Anglo,Yes,Six to Twelve Years Old,9
2016,8-San Antonio,Female,Anglo,Yes,Thirteen to Eighteen Years Old,9
2016,8-San Antonio,Female,Anglo,No,Birth to Five Years Old,15
2016,8-San Antonio,Female,Anglo,No,Six to Twelve Years Old,11
2016,8-San Antonio,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2016,8-San Antonio,Female,Hispanic,Yes,Birth to Five Years Old,141
2016,8-San Antonio,Female,Hispanic,Yes,Six to Twelve Years Old,101
2016,8-San Antonio,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,23
2016,8-San Antonio,Female,Hispanic,No,Birth to Five Years Old,105
2016,8-San Antonio,Female,Hispanic,No,Six to Twelve Years Old,53
2016,8-San Antonio,Female,Hispanic,No,Thirteen to Eighteen Years Old,12
2016,8-San Antonio,Female,Other,No,Birth to Five Years Old,6
2016,8-San Antonio,Female,Other,No,Six to Twelve Years Old,7
2016,8-San Antonio,Male,African American,Yes,Birth to Five Years Old,12
2016,8-San Antonio,Male,African American,Yes,Six to Twelve Years Old,10
2016,8-San Antonio,Male,African American,No,Birth to Five Years Old,10
2016,8-San Antonio,Male,African American,No,Six to Twelve Years Old,3
2016,8-San Antonio,Male,African American,No,Thirteen to Eighteen Years Old,1
2016,8-San Antonio,Male,Anglo,Yes,Birth to Five Years Old,27
2016,8-San Antonio,Male,Anglo,Yes,Six to Twelve Years Old,26
2016,8-San Antonio,Male,Anglo,Yes,Thirteen to Eighteen Years Old,4
2016,8-San Antonio,Male,Anglo,No,Birth to Five Years Old,24
2016,8-San Antonio,Male,Anglo,No,Six to Twelve Years Old,6
2016,8-San Antonio,Male,Anglo,No,Thirteen to Eighteen Years Old,3
2016,8-San Antonio,Male,Hispanic,Yes,Birth to Five Years Old,154
2016,8-San Antonio,Male,Hispanic,Yes,Six to Twelve Years Old,101
2016,8-San Antonio,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,21
2016,8-San Antonio,Male,Hispanic,No,Birth to Five Years Old,94
2016,8-San Antonio,Male,Hispanic,No,Six to Twelve Years Old,44
2016,8-San Antonio,Male,Hispanic,No,Thirteen to Eighteen Years Old,6
2016,8-San Antonio,Male,Other,No,Birth to Five Years Old,8
2016,8-San Antonio,Male,Other,No,Six to Twelve Years Old,3
2016,8-San Antonio,Male,Other,No,Thirteen to Eighteen Years Old,1
2016,9-Midland,Female,African American,Yes,Birth to Five Years Old,4
2016,9-Midland,Female,African American,Yes,Six to Twelve Years Old,1
2016,9-Midland,Female,African American,No,Birth to Five Years Old,1
2016,9-Midland,Female,African American,No,Six to Twelve Years Old,2
2016,9-Midland,Female,African American,No,Thirteen to Eighteen Years Old,1
2016,9-Midland,Female,Anglo,Yes,Birth to Five Years Old,19
2016,9-Midland,Female,Anglo,Yes,Six to Twelve Years Old,17
2016,9-Midland,Female,Anglo,Yes,Thirteen to Eighteen Years Old,8
2016,9-Midland,Female,Anglo,No,Birth to Five Years Old,3
2016,9-Midland,Female,Anglo,No,Thirteen to Eighteen Years Old,2
2016,9-Midland,Female,Hispanic,Yes,Birth to Five Years Old,21
2016,9-Midland,Female,Hispanic,Yes,Six to Twelve Years Old,9
2016,9-Midland,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2016,9-Midland,Female,Hispanic,No,Birth to Five Years Old,13
2016,9-Midland,Female,Hispanic,No,Six to Twelve Years Old,8
2016,9-Midland,Female,Hispanic,No,Thirteen to Eighteen Years Old,6
2016,9-Midland,Female,Other,No,Birth to Five Years Old,2
2016,9-Midland,Female,Other,No,Six to Twelve Years Old,1
2016,9-Midland,Male,African American,Yes,Birth to Five Years Old,5
2016,9-Midland,Male,African American,No,Birth to Five Years Old,5
2016,9-Midland,Male,Anglo,Yes,Birth to Five Years Old,17
2016,9-Midland,Male,Anglo,Yes,Six to Twelve Years Old,12
2016,9-Midland,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2016,9-Midland,Male,Anglo,No,Birth to Five Years Old,6
2016,9-Midland,Male,Anglo,No,Six to Twelve Years Old,1
2016,9-Midland,Male,Hispanic,Yes,Birth to Five Years Old,9
2016,9-Midland,Male,Hispanic,Yes,Six to Twelve Years Old,9
2016,9-Midland,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2016,9-Midland,Male,Hispanic,No,Birth to Five Years Old,14
2016,9-Midland,Male,Hispanic,No,Six to Twelve Years Old,13
2016,9-Midland,Male,Other,No,Birth to Five Years Old,4
2016,9-Midland,Male,Other,No,Thirteen to Eighteen Years Old,1
2016,10-El Paso,Female,African American,Yes,Six to Twelve Years Old,1
2016,10-El Paso,Female,Anglo,Yes,Birth to Five Years Old,1
2016,10-El Paso,Female,Anglo,Yes,Thirteen to Eighteen Years Old,3
2016,10-El Paso,Female,Anglo,No,Six to Twelve Years Old,3
2016,10-El Paso,Female,Hispanic,Yes,Birth to Five Years Old,9
2016,10-El Paso,Female,Hispanic,Yes,Six to Twelve Years Old,16
2016,10-El Paso,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2016,10-El Paso,Female,Hispanic,No,Birth to Five Years Old,3
2016,10-El Paso,Female,Hispanic,No,Six to Twelve Years Old,7
2016,10-El Paso,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2016,10-El Paso,Female,Other,No,Birth to Five Years Old,2
2016,10-El Paso,Female,Other,No,Six to Twelve Years Old,1
2016,10-El Paso,Female,Other,No,Thirteen to Eighteen Years Old,1
2016,10-El Paso,Male,African American,Yes,Birth to Five Years Old,1
2016,10-El Paso,Male,African American,Yes,Six to Twelve Years Old,2
2016,10-El Paso,Male,African American,No,Birth to Five Years Old,3
2016,10-El Paso,Male,Anglo,Yes,Birth to Five Years Old,2
2016,10-El Paso,Male,Anglo,No,Birth to Five Years Old,2
2016,10-El Paso,Male,Anglo,No,Six to Twelve Years Old,1
2016,10-El Paso,Male,Hispanic,Yes,Birth to Five Years Old,12
2016,10-El Paso,Male,Hispanic,Yes,Six to Twelve Years Old,9
2016,10-El Paso,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2016,10-El Paso,Male,Hispanic,No,Birth to Five Years Old,9
2016,10-El Paso,Male,Hispanic,No,Six to Twelve Years Old,6
2016,10-El Paso,Male,Hispanic,No,Thirteen to Eighteen Years Old,1
2016,10-El Paso,Male,Other,No,Birth to Five Years Old,2
2016,10-El Paso,Male,Other,No,Six to Twelve Years Old,2
2016,11-Edinburg,Female,African American,No,Birth to Five Years Old,4
2016,11-Edinburg,Female,Anglo,Yes,Birth to Five Years Old,3
2016,11-Edinburg,Female,Anglo,Yes,Six to Twelve Years Old,3
2016,11-Edinburg,Female,Anglo,No,Birth to Five Years Old,6
2016,11-Edinburg,Female,Anglo,No,Six to Twelve Years Old,2
2016,11-Edinburg,Female,Hispanic,Yes,Birth to Five Years Old,47
2016,11-Edinburg,Female,Hispanic,Yes,Six to Twelve Years Old,36
2016,11-Edinburg,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,11
2016,11-Edinburg,Female,Hispanic,No,Birth to Five Years Old,13
2016,11-Edinburg,Female,Hispanic,No,Six to Twelve Years Old,8
2016,11-Edinburg,Female,Hispanic,No,Thirteen to Eighteen Years Old,2
2016,11-Edinburg,Female,Other,No,Birth to Five Years Old,2
2016,11-Edinburg,Male,African American,No,Birth to Five Years Old,2
2016,11-Edinburg,Male,Anglo,Yes,Birth to Five Years Old,7
2016,11-Edinburg,Male,Anglo,Yes,Six to Twelve Years Old,3
2016,11-Edinburg,Male,Anglo,No,Birth to Five Years Old,5
2016,11-Edinburg,Male,Anglo,No,Six to Twelve Years Old,4
2016,11-Edinburg,Male,Hispanic,Yes,Birth to Five Years Old,50
2016,11-Edinburg,Male,Hispanic,Yes,Six to Twelve Years Old,24
2016,11-Edinburg,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,4
2016,11-Edinburg,Male,Hispanic,No,Birth to Five Years Old,10
2016,11-Edinburg,Male,Hispanic,No,Six to Twelve Years Old,4
2016,11-Edinburg,Male,Hispanic,No,Thirteen to Eighteen Years Old,3
2016,11-Edinburg,Male,Other,No,Birth to Five Years Old,1
2015,1-Lubbock,Female,African American,Yes,Birth to Five Years Old,1
2015,1-Lubbock,Female,African American,Yes,Thirteen to Eighteen Years Old,1
2015,1-Lubbock,Female,African American,No,Birth to Five Years Old,8
2015,1-Lubbock,Female,African American,No,Six to Twelve Years Old,3
2015,1-Lubbock,Female,Anglo,Yes,Birth to Five Years Old,13
2015,1-Lubbock,Female,Anglo,Yes,Six to Twelve Years Old,10
2015,1-Lubbock,Female,Anglo,Yes,Thirteen to Eighteen Years Old,2
2015,1-Lubbock,Female,Anglo,No,Birth to Five Years Old,5
2015,1-Lubbock,Female,Anglo,No,Six to Twelve Years Old,1
2015,1-Lubbock,Female,Anglo,No,Thirteen to Eighteen Years Old,2
2015,1-Lubbock,Female,Asian,No,Birth to Five Years Old,1
2015,1-Lubbock,Female,Hispanic,Yes,Birth to Five Years Old,15
2015,1-Lubbock,Female,Hispanic,Yes,Six to Twelve Years Old,12
2015,1-Lubbock,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,6
2015,1-Lubbock,Female,Hispanic,No,Birth to Five Years Old,18
2015,1-Lubbock,Female,Hispanic,No,Six to Twelve Years Old,19
2015,1-Lubbock,Female,Hispanic,No,Thirteen to Eighteen Years Old,4
2015,1-Lubbock,Female,Other,No,Birth to Five Years Old,5
2015,1-Lubbock,Female,Other,No,Six to Twelve Years Old,5
2015,1-Lubbock,Male,African American,Yes,Birth to Five Years Old,3
2015,1-Lubbock,Male,African American,Yes,Six to Twelve Years Old,3
2015,1-Lubbock,Male,African American,Yes,Thirteen to Eighteen Years Old,2
2015,1-Lubbock,Male,African American,No,Birth to Five Years Old,7
2015,1-Lubbock,Male,African American,No,Six to Twelve Years Old,2
2015,1-Lubbock,Male,African American,No,Thirteen to Eighteen Years Old,2
2015,1-Lubbock,Male,Anglo,Yes,Birth to Five Years Old,19
2015,1-Lubbock,Male,Anglo,Yes,Six to Twelve Years Old,9
2015,1-Lubbock,Male,Anglo,Yes,Thirteen to Eighteen Years Old,3
2015,1-Lubbock,Male,Anglo,No,Birth to Five Years Old,5
2015,1-Lubbock,Male,Anglo,No,Six to Twelve Years Old,2
2015,1-Lubbock,Male,Anglo,No,Thirteen to Eighteen Years Old,2
2015,1-Lubbock,Male,Hispanic,Yes,Birth to Five Years Old,10
2015,1-Lubbock,Male,Hispanic,Yes,Six to Twelve Years Old,26
2015,1-Lubbock,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,4
2015,1-Lubbock,Male,Hispanic,No,Birth to Five Years Old,22
2015,1-Lubbock,Male,Hispanic,No,Six to Twelve Years Old,17
2015,1-Lubbock,Male,Hispanic,No,Thirteen to Eighteen Years Old,5
2015,1-Lubbock,Male,Other,No,Birth to Five Years Old,7
2015,1-Lubbock,Male,Other,No,Six to Twelve Years Old,7
2015,2-Abilene,Female,African American,No,Birth to Five Years Old,2
2015,2-Abilene,Female,Anglo,Yes,Birth to Five Years Old,22
2015,2-Abilene,Female,Anglo,Yes,Six to Twelve Years Old,7
2015,2-Abilene,Female,Anglo,Yes,Thirteen to Eighteen Years Old,1
2015,2-Abilene,Female,Anglo,No,Birth to Five Years Old,4
2015,2-Abilene,Female,Anglo,No,Six to Twelve Years Old,1
2015,2-Abilene,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2015,2-Abilene,Female,Hispanic,Yes,Birth to Five Years Old,6
2015,2-Abilene,Female,Hispanic,No,Birth to Five Years Old,7
2015,2-Abilene,Female,Hispanic,No,Six to Twelve Years Old,6
2015,2-Abilene,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2015,2-Abilene,Female,Other,No,Birth to Five Years Old,1
2015,2-Abilene,Female,Other,No,Thirteen to Eighteen Years Old,1
2015,2-Abilene,Male,African American,No,Birth to Five Years Old,1
2015,2-Abilene,Male,Anglo,Yes,Birth to Five Years Old,23
2015,2-Abilene,Male,Anglo,Yes,Six to Twelve Years Old,5
2015,2-Abilene,Male,Anglo,Yes,Thirteen to Eighteen Years Old,1
2015,2-Abilene,Male,Anglo,No,Birth to Five Years Old,3
2015,2-Abilene,Male,Hispanic,Yes,Birth to Five Years Old,2
2015,2-Abilene,Male,Hispanic,Yes,Six to Twelve Years Old,2
2015,2-Abilene,Male,Hispanic,No,Birth to Five Years Old,6
2015,2-Abilene,Male,Hispanic,No,Six to Twelve Years Old,7
2015,2-Abilene,Male,Other,No,Birth to Five Years Old,1
2015,2-Abilene,Male,Other,No,Six to Twelve Years Old,1
2015,3-Arlington,Female,African American,Yes,Birth to Five Years Old,40
2015,3-Arlington,Female,African American,Yes,Six to Twelve Years Old,29
2015,3-Arlington,Female,African American,Yes,Thirteen to Eighteen Years Old,6
2015,3-Arlington,Female,African American,No,Birth to Five Years Old,24
2015,3-Arlington,Female,African American,No,Six to Twelve Years Old,3
2015,3-Arlington,Female,African American,No,Thirteen to Eighteen Years Old,1
2015,3-Arlington,Female,Anglo,Yes,Birth to Five Years Old,130
2015,3-Arlington,Female,Anglo,Yes,Six to Twelve Years Old,58
2015,3-Arlington,Female,Anglo,Yes,Thirteen to Eighteen Years Old,20
2015,3-Arlington,Female,Anglo,No,Birth to Five Years Old,21
2015,3-Arlington,Female,Anglo,No,Six to Twelve Years Old,14
2015,3-Arlington,Female,Anglo,No,Thirteen to Eighteen Years Old,5
2015,3-Arlington,Female,Hispanic,Yes,Birth to Five Years Old,27
2015,3-Arlington,Female,Hispanic,Yes,Six to Twelve Years Old,14
2015,3-Arlington,Female,Hispanic,Yes,Thirteen to Eighteen Years Old,1
2015,3-Arlington,Female,Hispanic,No,Birth to Five Years Old,67
2015,3-Arlington,Female,Hispanic,No,Six to Twelve Years Old,41
2015,3-Arlington,Female,Hispanic,No,Thirteen to Eighteen Years Old,12
2015,3-Arlington,Female,Other,No,Birth to Five Years Old,24
2015,3-Arlington,Female,Other,No,Six to Twelve Years Old,8
2015,3-Arlington,Female,Other,No,Thirteen to Eighteen Years Old,3
2015,3-Arlington,Male,African American,Yes,Birth to Five Years Old,58
2015,3-Arlington,Male,African American,Yes,Six to Twelve Years Old,30
2015,3-Arlington,Male,African American,Yes,Thirteen to Eighteen Years Old,10
2015,3-Arlington,Male,African American,No,Birth to Five Years Old,30
2015,3-Arlington,Male,African American,No,Six to Twelve Years Old,1
2015,3-Arlington,Male,African American,No,Thirteen to Eighteen Years Old,2
2015,3-Arlington,Male,Anglo,Yes,Birth to Five Years Old,116
2015,3-Arlington,Male,Anglo,Yes,Six to Twelve Years Old,56
2015,3-Arlington,Male,Anglo,Yes,Thirteen to Eighteen Years Old,12
2015,3-Arlington,Male,Anglo,No,Birth to Five Years Old,33
2015,3-Arlington,Male,Anglo,No,Six to Twelve Years Old,12
2015,3-Arlington,Male,Asian,No,Six to Twelve Years Old,1
2015,3-Arlington,Male,Hispanic,Yes,Birth to Five Years Old,20
2015,3-Arlington,Male,Hispanic,Yes,Six to Twelve Years Old,9
2015,3-Arlington,Male,Hispanic,Yes,Thirteen to Eighteen Years Old,3
2015,3-Arlington,Male,Hispanic,No,Birth to Five Years Old,57
2015,3-Arlington,Male,Hispanic,No,Six to Twelve Years Old,24
2015,3-Arlington,Male,Hispanic,No,Thirteen to Eighteen Years Old,9
2015,3-Arlington,Male,Native American,No,Six to Twelve Years Old,1
2015,3-Arlington,Male,Other,No,Birth to Five Years Old,31
2015,3-Arlington,Male,Other,No,Six to Twelve Years Old,9
2015,3-Arlington,Male,Other,No,Thirteen to Eighteen Years Old,2
2015,4-Tyler,Female,African American,Yes,Birth to Five Years Old,5
2015,4-Tyler,Female,African American,Yes,Six to Twelve Years Old,7
2015,4-Tyler,Female,African American,Yes,Thirteen to Eighteen Years Old,1
2015,4-Tyler,Female,African American,No,Birth to Five Years Old,7
2015,4-Tyler,Female,African American,No,Six to Twelve Years Old,3
2015,4-Tyler,Female,Anglo,Yes,Birth to Five Years Old,31
2015,4-Tyler,Female,Anglo,Yes,Six to Twelve Years Old,22
2015,4-Tyler,Female,Anglo,Yes,Thirteen to Eighteen Years Old,7
2015,4-Tyler,Female,Anglo,No,Birth to Five Years Old,7
2015,4-Tyler,Female,Anglo,No,Thirteen to Eighteen Years Old,1
2015,4-Tyler,Female,Hispanic,Yes,Birth to Five Years Old,2
2015,4-Tyler,Female,Hispanic,Yes,Six to Twelve Years Old,1
2015,4-Tyler,Female,Hispanic,No,Birth to Five Years Old,5
2015,4-Tyler,Female,Hispanic,No,Six to Twelve Years Old,7
2015,4-Tyler,Female,Hispanic,No,Thirteen to Eighteen Years Old,1
2015,4-Tyler,Female,Native American,No,Birth to Five Years Old,1
2015,4-Tyler,Female,Other,No,Birth to Five Years Old,13
2015,4-Tyler,Female,Other,No,Six to Twelve Years Old,1
2015,4-Tyler,Male,African American,Yes,Birth to Five Years Old,2
2015,4-Tyler,Male,African American,Yes,Six to Twelve Years Old,2
2015,4-Tyler,Male,African American,Yes,Thirteen to Eighteen Years Old,2
2015,4-Tyler,Male,African American,No,Birth to Five Years Old,6
2015,4-Tyler,Male,African American,No,Six to Twelve Years Old,3
2015,4-Tyler,Male,African American,No,Thirteen to Eighteen Years Old,1
2015,4-Tyler,Male,Anglo,Yes,Birth to Five Years Old,37
2015,4-Tyler,Male,Anglo,Yes,Six to Twelve Years Old,26
2015,4-Tyler,Male,Anglo,Yes,Thirteen to Eighteen Years Old,6
2015,4-Tyler,Male,Anglo,No,Birth to Five Years Old,6
2015,4-Tyler,Male,Anglo,No,Six to Twelve Years Old,3
2015,4-Tyler,Male,Hispanic,Yes,Birth to Five Years Old,2
2015,4-Tyler,Male,Hispanic,No,Birth to Five Years Old,13
2015,4-Tyler,Male,Hispanic,No,Six to Twelve Years Old,6
2015,4-Tyler,Male,Hispanic,No,Thirteen to Eighteen Years Old,2
2015,4-Tyler,Male,Other,No,Birth to Five Years Old,11
2015,4-Tyler,Male,Other,No,Six to Twelve Years Old,2
2015,5-Beaumont,Female,African American,Yes,Birth to Five Years Old,10
2015,5-Beaumont,Female,African American,Yes,Six to Twelve Years Old,2
2015,5-Beaumont,Female,African American,No,Birth to Five Years Old,14
2015,5-Beaumont,Female,African American,No,Six to Twelve Years Old,3
2015,5-Beaumont,Female,Anglo,Yes,Birth to Five Years Old,24
2015,5-Beaumont,Female,Anglo,Yes,Six to Twelve Years Old,10
2015,5-Beaumont,Female,Anglo,Yes,Thirteen to Eighteen Years Old,8
2015,5-Beaumont,Female,Anglo,No,Birth to Five Years Old,2
2015,5-Beaumont,Female,Anglo,No,Six to Twelve Years Old,1
2015,5-Beaumont,Female,Hispanic,No,Birth to Five Years Old,1
2015,5-Beaumont,Female,Hispanic,No,Six to Twelve Years Old,4
2015,5-Beaumont,Female,Other,No,Birth to Five Years Old,5
2015,5-Beaumont,Female,Other,No,Thirteen to Eighteen Years Old,1
2015,5-Beaumont,Male,African American,Yes,Birth to Five Years Old,9
2015,5-Beaumont,Male,African American,Yes,Six to Twelve Years Old,6
2015,5-Beaumont,Male,African American,No,Birth to Five Years Old,7
