Fiscal Year,Region,Gender,Race/Ethnicity,Age Group,Disabling Condition,Children in Adoption Placements
2017,6-Houston,Male,Anglo,Six to Twelve Years Old,Medically Involved,2
2017,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,Medically Involved,1
2017,6-Houston,Male,Hispanic,Birth to Five Years Old,Medically Involved,6
2017,6-Houston,Male,Hispanic,Six to Twelve Years Old,Medically Involved,2
2017,6-Houston,Male,Other,Birth to Five Years Old,Medically Involved,1
2017,6-Houston,Female,African American,Birth to Five Years Old,Physical,2
2017,6-Houston,Female,African American,Six to Twelve Years Old,Physical,1
2017,6-Houston,Female,Anglo,Thirteen to Seventeen Years Old,Physical,1
2017,6-Houston,Female,Hispanic,Birth to Five Years Old,Physical,1
2017,6-Houston,Female,Other,Six to Twelve Years Old,Physical,1
2017,6-Houston,Male,African American,Six to Twelve Years Old,Physical,1
2017,6-Houston,Male,Anglo,Thirteen to Seventeen Years Old,Physical,1
2017,6-Houston,Male,Hispanic,Birth to Five Years Old,Physical,1
2017,6-Houston,Male,Hispanic,Six to Twelve Years Old,Physical,1
2017,7-Austin,Female,African American,Birth to Five Years Old,Drug or Alcohol,5
2017,7-Austin,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,17
2017,7-Austin,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,3
2017,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2017,7-Austin,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,17
2017,7-Austin,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2017,7-Austin,Female,Other,Birth to Five Years Old,Drug or Alcohol,4
2017,7-Austin,Male,African American,Birth to Five Years Old,Drug or Alcohol,6
2017,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,2
2017,7-Austin,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,18
2017,7-Austin,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2017,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,2
2017,7-Austin,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,9
2017,7-Austin,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,3
2017,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2017,7-Austin,Male,Other,Birth to Five Years Old,Drug or Alcohol,1
2017,7-Austin,Male,Other,Six to Twelve Years Old,Drug or Alcohol,1
2017,7-Austin,Female,African American,Birth to Five Years Old,Emotionally Disturbed,1
2017,7-Austin,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,1
2017,7-Austin,Female,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2017,7-Austin,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,6
2017,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2017,7-Austin,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,3
2017,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2017,7-Austin,Female,Unknown,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,7-Austin,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,1
2017,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2017,7-Austin,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,5
2017,7-Austin,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,7
2017,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2017,7-Austin,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2017,7-Austin,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,7
2017,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,7-Austin,Male,Native American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,7-Austin,Male,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2017,7-Austin,Female,African American,Birth to Five Years Old,Learning Disability,2
2017,7-Austin,Female,African American,Six to Twelve Years Old,Learning Disability,5
2017,7-Austin,Female,Anglo,Birth to Five Years Old,Learning Disability,6
2017,7-Austin,Female,Anglo,Six to Twelve Years Old,Learning Disability,6
2017,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,3
2017,7-Austin,Female,Asian,Thirteen to Seventeen Years Old,Learning Disability,1
2017,7-Austin,Female,Hispanic,Birth to Five Years Old,Learning Disability,5
2017,7-Austin,Female,Hispanic,Six to Twelve Years Old,Learning Disability,6
2017,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2017,7-Austin,Female,Unknown,Thirteen to Seventeen Years Old,Learning Disability,1
2017,7-Austin,Male,African American,Birth to Five Years Old,Learning Disability,1
2017,7-Austin,Male,African American,Six to Twelve Years Old,Learning Disability,1
2017,7-Austin,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,4
2017,7-Austin,Male,Anglo,Birth to Five Years Old,Learning Disability,11
2017,7-Austin,Male,Anglo,Six to Twelve Years Old,Learning Disability,7
2017,7-Austin,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2017,7-Austin,Male,Hispanic,Birth to Five Years Old,Learning Disability,3
2017,7-Austin,Male,Hispanic,Six to Twelve Years Old,Learning Disability,6
2017,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,1
2017,7-Austin,Male,Other,Thirteen to Seventeen Years Old,Learning Disability,3
2017,7-Austin,Male,Unknown,Birth to Five Years Old,Learning Disability,1
2017,7-Austin,Female,African American,Birth to Five Years Old,Medically Involved,1
2017,7-Austin,Female,African American,Six to Twelve Years Old,Medically Involved,1
2017,7-Austin,Female,Anglo,Birth to Five Years Old,Medically Involved,4
2017,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Medically Involved,2
2017,7-Austin,Female,Asian,Thirteen to Seventeen Years Old,Medically Involved,2
2017,7-Austin,Female,Hispanic,Birth to Five Years Old,Medically Involved,1
2017,7-Austin,Female,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2017,7-Austin,Female,Other,Birth to Five Years Old,Medically Involved,1
2017,7-Austin,Male,Anglo,Birth to Five Years Old,Medically Involved,5
2017,7-Austin,Male,Anglo,Six to Twelve Years Old,Medically Involved,2
2017,7-Austin,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2017,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2017,7-Austin,Male,Other,Thirteen to Seventeen Years Old,Medically Involved,1
2017,7-Austin,Male,Unknown,Birth to Five Years Old,Medically Involved,1
2017,7-Austin,Female,Anglo,Birth to Five Years Old,Physical,3
2017,7-Austin,Female,Anglo,Thirteen to Seventeen Years Old,Physical,1
2017,7-Austin,Female,Hispanic,Birth to Five Years Old,Physical,1
2017,7-Austin,Female,Other,Birth to Five Years Old,Physical,1
2017,7-Austin,Male,Anglo,Birth to Five Years Old,Physical,1
2017,7-Austin,Male,Hispanic,Birth to Five Years Old,Physical,1
2017,7-Austin,Male,Hispanic,Thirteen to Seventeen Years Old,Physical,1
2017,7-Austin,Male,Unknown,Birth to Five Years Old,Physical,1
2017,8-San Antonio,Female,African American,Birth to Five Years Old,Drug or Alcohol,5
2017,8-San Antonio,Female,African American,Six to Twelve Years Old,Drug or Alcohol,1
2017,8-San Antonio,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,13
2017,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2017,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,48
2017,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Drug or Alcohol,6
2017,8-San Antonio,Female,Other,Birth to Five Years Old,Drug or Alcohol,3
2017,8-San Antonio,Female,Other,Six to Twelve Years Old,Drug or Alcohol,1
2017,8-San Antonio,Female,Unknown,Birth to Five Years Old,Drug or Alcohol,2
2017,8-San Antonio,Male,African American,Birth to Five Years Old,Drug or Alcohol,7
2017,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2017,8-San Antonio,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,16
2017,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,2
2017,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2017,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,51
2017,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,7
2017,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,4
2017,8-San Antonio,Female,African American,Six to Twelve Years Old,Emotionally Disturbed,2
2017,8-San Antonio,Female,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2017,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Emotionally Disturbed,4
2017,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2017,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,3
2017,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,15
2017,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,15
2017,8-San Antonio,Female,Hispanic,,Emotionally Disturbed,1
2017,8-San Antonio,Female,Other,Six to Twelve Years Old,Emotionally Disturbed,1
2017,8-San Antonio,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,4
2017,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2017,8-San Antonio,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,2
2017,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,5
2017,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,3
2017,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2017,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,17
2017,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,5
2017,8-San Antonio,Male,Other,Six to Twelve Years Old,Emotionally Disturbed,1
2017,8-San Antonio,Unknown,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2017,8-San Antonio,Female,African American,Six to Twelve Years Old,Learning Disability,1
2017,8-San Antonio,Female,Anglo,Birth to Five Years Old,Learning Disability,9
2017,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Learning Disability,3
2017,8-San Antonio,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,2
2017,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Learning Disability,13
2017,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Learning Disability,6
2017,8-San Antonio,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,10
2017,8-San Antonio,Female,Hispanic,,Learning Disability,1
2017,8-San Antonio,Female,Other,Birth to Five Years Old,Learning Disability,2
2017,8-San Antonio,Female,Other,Six to Twelve Years Old,Learning Disability,1
2017,8-San Antonio,Male,African American,Six to Twelve Years Old,Learning Disability,5
2017,8-San Antonio,Male,African American,Thirteen to Seventeen Years Old,Learning Disability,1
2017,8-San Antonio,Male,Anglo,Birth to Five Years Old,Learning Disability,6
2017,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Learning Disability,11
2017,8-San Antonio,Male,Anglo,Thirteen to Seventeen Years Old,Learning Disability,3
2017,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Learning Disability,15
2017,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Learning Disability,20
2017,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,6
2017,8-San Antonio,Male,Other,Birth to Five Years Old,Learning Disability,2
2017,8-San Antonio,Male,Other,Six to Twelve Years Old,Learning Disability,1
2017,8-San Antonio,Unknown,Anglo,Six to Twelve Years Old,Learning Disability,1
2017,8-San Antonio,Female,Anglo,Birth to Five Years Old,Medically Involved,3
2017,8-San Antonio,Female,Anglo,Six to Twelve Years Old,Medically Involved,1
2017,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Medically Involved,4
2017,8-San Antonio,Female,Hispanic,Six to Twelve Years Old,Medically Involved,2
2017,8-San Antonio,Male,African American,Birth to Five Years Old,Medically Involved,1
2017,8-San Antonio,Male,Anglo,Birth to Five Years Old,Medically Involved,7
2017,8-San Antonio,Male,Anglo,Six to Twelve Years Old,Medically Involved,1
2017,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Medically Involved,7
2017,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Medically Involved,5
2017,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,2
2017,8-San Antonio,Male,Other,Birth to Five Years Old,Medically Involved,3
2017,8-San Antonio,Male,Other,Six to Twelve Years Old,Medically Involved,1
2017,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Other Disabling Condition,1
2017,8-San Antonio,Female,Hispanic,Birth to Five Years Old,Physical,2
2017,8-San Antonio,Female,Other,Birth to Five Years Old,Physical,1
2017,8-San Antonio,Male,Anglo,Birth to Five Years Old,Physical,2
2017,8-San Antonio,Male,Hispanic,Birth to Five Years Old,Physical,4
2017,8-San Antonio,Male,Hispanic,Six to Twelve Years Old,Physical,2
2017,8-San Antonio,Male,Hispanic,Thirteen to Seventeen Years Old,Physical,1
2017,8-San Antonio,Male,Other,Birth to Five Years Old,Physical,2
2017,9-Midland,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,4
2017,9-Midland,Male,African American,Birth to Five Years Old,Drug or Alcohol,1
2017,9-Midland,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,4
2017,9-Midland,Male,Anglo,Six to Twelve Years Old,Drug or Alcohol,1
2017,9-Midland,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,4
2017,9-Midland,Male,Hispanic,Six to Twelve Years Old,Drug or Alcohol,2
2017,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2017,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2017,9-Midland,Female,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2017,9-Midland,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2017,9-Midland,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,9-Midland,Male,African American,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,9-Midland,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2017,9-Midland,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,2
2017,9-Midland,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2017,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,9-Midland,Male,Other,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,9-Midland,Female,African American,Six to Twelve Years Old,Learning Disability,1
2017,9-Midland,Female,Anglo,Six to Twelve Years Old,Learning Disability,1
2017,9-Midland,Female,Anglo,Thirteen to Seventeen Years Old,Learning Disability,1
2017,9-Midland,Female,Hispanic,Birth to Five Years Old,Learning Disability,1
2017,9-Midland,Female,Hispanic,Six to Twelve Years Old,Learning Disability,1
2017,9-Midland,Female,Other,Thirteen to Seventeen Years Old,Learning Disability,1
2017,9-Midland,Male,Anglo,Birth to Five Years Old,Learning Disability,1
2017,9-Midland,Male,Anglo,Six to Twelve Years Old,Learning Disability,1
2017,9-Midland,Male,Hispanic,Birth to Five Years Old,Learning Disability,2
2017,9-Midland,Male,Hispanic,Six to Twelve Years Old,Learning Disability,5
2017,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2017,9-Midland,Female,Hispanic,Birth to Five Years Old,Medically Involved,2
2017,9-Midland,Male,Hispanic,Birth to Five Years Old,Medically Involved,2
2017,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2017,9-Midland,Male,Other,Thirteen to Seventeen Years Old,Medically Involved,1
2017,9-Midland,Female,Anglo,Birth to Five Years Old,Physical,1
2017,9-Midland,Male,Hispanic,Thirteen to Seventeen Years Old,Physical,1
2017,10-El Paso,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,1
2017,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Drug or Alcohol,1
2017,10-El Paso,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,1
2017,10-El Paso,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,4
2017,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,1
2017,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2017,10-El Paso,Male,Anglo,Birth to Five Years Old,Emotionally Disturbed,1
2017,10-El Paso,Male,Anglo,Six to Twelve Years Old,Emotionally Disturbed,1
2017,10-El Paso,Male,Hispanic,Birth to Five Years Old,Emotionally Disturbed,1
2017,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,4
2017,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,4
2017,10-El Paso,Female,Hispanic,Birth to Five Years Old,Learning Disability,1
2017,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Learning Disability,5
2017,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2017,10-El Paso,Male,Anglo,Birth to Five Years Old,Learning Disability,1
2017,10-El Paso,Male,Anglo,Six to Twelve Years Old,Learning Disability,1
2017,10-El Paso,Male,Hispanic,Birth to Five Years Old,Learning Disability,3
2017,10-El Paso,Male,Hispanic,Six to Twelve Years Old,Learning Disability,3
2017,10-El Paso,Male,Hispanic,Thirteen to Seventeen Years Old,Learning Disability,3
2017,10-El Paso,Female,Hispanic,Birth to Five Years Old,Medically Involved,2
2017,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Medically Involved,1
2017,10-El Paso,Female,Hispanic,Thirteen to Seventeen Years Old,Medically Involved,1
2017,10-El Paso,Female,Hispanic,Birth to Five Years Old,Physical,2
2017,10-El Paso,Female,Hispanic,Six to Twelve Years Old,Physical,1
2017,11-Edinburg,Female,Anglo,Birth to Five Years Old,Drug or Alcohol,2
2017,11-Edinburg,Female,Hispanic,Birth to Five Years Old,Drug or Alcohol,8
2017,11-Edinburg,Male,Anglo,Birth to Five Years Old,Drug or Alcohol,1
2017,11-Edinburg,Male,Hispanic,Birth to Five Years Old,Drug or Alcohol,8
2017,11-Edinburg,Female,Anglo,Thirteen to Seventeen Years Old,Emotionally Disturbed,1
2017,11-Edinburg,Female,Hispanic,Six to Twelve Years Old,Emotionally Disturbed,2
2017,11-Edinburg,Female,Hispanic,Thirteen to Seventeen Years Old,Emotionally Disturbed,2
2017,11-Edinburg,Male,African American,Six to Twelve Years Old,Emotionally Disturbed,1
